USGS Digital Spectral Library splib06a
Clark and others 2007, USGS, Data Series 231.

For further information on spectrsocopy, see: http://speclab.cr.usgs.gov

ASCII Spectral Data file contents:
line 15 title
line 16 history
line 17 to end:  3-columns of data:
     wavelength    reflectance    standard deviation

(standard deviation of 0.000000 means not measured)
(      -1.23e34  indicates a deleted number)
----------------------------------------------------
Quartz GDS74 Sand Ottawa   W5R4Ncb_ AREF
copy of spd0300 r 3644
      wavelength     reflectance    standard-deviation
       1.569529       0.432826       0.000000
       1.570004       0.432826       0.000000
       1.570480       0.432167       0.000000
       1.570956       0.432826       0.000000
       1.571432       0.433484       0.000000
       1.571908       0.432826       0.000000
       1.572385       0.431948       0.000000
       1.572862       0.431728       0.000000
       1.573340       0.432606       0.000000
       1.573817       0.434582       0.000000
       1.574295       0.434143       0.000000
       1.574773       0.433704       0.000000
       1.575252       0.435240       0.000000
       1.575731       0.435240       0.000000
       1.576210       0.435021       0.000000
       1.576689       0.434582       0.000000
       1.577169       0.434362       0.000000
       1.577649       0.435240       0.000000
       1.578129       0.434801       0.000000
       1.578610       0.434362       0.000000
       1.579090       0.435021       0.000000
       1.579572       0.435240       0.000000
       1.580053       0.435460       0.000000
       1.580535       0.436777       0.000000
       1.581017       0.437654       0.000000
       1.581499       0.437215       0.000000
       1.581982       0.437215       0.000000
       1.582465       0.436996       0.000000
       1.582948       0.436996       0.000000
       1.583431       0.436996       0.000000
       1.583915       0.436777       0.000000
       1.584399       0.436557       0.000000
       1.584884       0.436557       0.000000
       1.585368       0.437435       0.000000
       1.585853       0.437215       0.000000
       1.586339       0.437435       0.000000
       1.586824       0.437874       0.000000
       1.587310       0.438752       0.000000
       1.587796       0.438752       0.000000
       1.588283       0.438532       0.000000
       1.588769       0.438971       0.000000
       1.589256       0.438971       0.000000
       1.589744       0.438752       0.000000
       1.590231       0.439191       0.000000
       1.590719       0.439630       0.000000
       1.591208       0.438971       0.000000
       1.591696       0.438532       0.000000
       1.592185       0.439410       0.000000
       1.592674       0.440508       0.000000
       1.593163       0.440947       0.000000
       1.593653       0.441166       0.000000
       1.594143       0.441605       0.000000
       1.594634       0.441386       0.000000
       1.595124       0.440947       0.000000
       1.595615       0.440727       0.000000
       1.596107       0.441166       0.000000
       1.596598       0.441605       0.000000
       1.597090       0.441825       0.000000
       1.597582       0.441605       0.000000
       1.598075       0.441166       0.000000
       1.598568       0.441605       0.000000
       1.599061       0.441825       0.000000
       1.599554       0.441166       0.000000
       1.600048       0.441166       0.000000
       1.600542       0.441166       0.000000
       1.601036       0.441825       0.000000
       1.601530       0.442044       0.000000
       1.602025       0.441386       0.000000
       1.602521       0.441386       0.000000
       1.603016       0.442044       0.000000
       1.603512       0.442703       0.000000
       1.604008       0.443142       0.000000
       1.604505       0.443142       0.000000
       1.605001       0.442922       0.000000
       1.605498       0.442703       0.000000
       1.605996       0.443800       0.000000
       1.606493       0.444239       0.000000
       1.606991       0.443142       0.000000
       1.607490       0.443581       0.000000
       1.607988       0.445117       0.000000
       1.608487       0.445117       0.000000
       1.608986       0.444239       0.000000
       1.609486       0.444239       0.000000
       1.609986       0.444678       0.000000
       1.610486       0.444897       0.000000
       1.610986       0.444678       0.000000
       1.611487       0.444459       0.000000
       1.611988       0.444897       0.000000
       1.612490       0.445556       0.000000
       1.612991       0.444897       0.000000
       1.613493       0.444897       0.000000
       1.613996       0.446653       0.000000
       1.614498       0.447312       0.000000
       1.615001       0.446434       0.000000
       1.615505       0.445995       0.000000
       1.616008       0.447312       0.000000
       1.616512       0.446873       0.000000
       1.617016       0.446653       0.000000
       1.617521       0.447092       0.000000
       1.618026       0.447092       0.000000
       1.618531       0.448409       0.000000
       1.619036       0.449068       0.000000
       1.619542       0.448629       0.000000
       1.620048       0.447751       0.000000
       1.620554       0.447092       0.000000
       1.621061       0.447092       0.000000
       1.621568       0.447531       0.000000
       1.622076       0.448409       0.000000
       1.622583       0.449068       0.000000
       1.623091       0.448848       0.000000
       1.623600       0.448190       0.000000
       1.624108       0.447970       0.000000
       1.624617       0.448848       0.000000
       1.625127       0.449946       0.000000
       1.625636       0.450385       0.000000
       1.626146       0.449726       0.000000
       1.626656       0.449507       0.000000
       1.627167       0.448848       0.000000
       1.627678       0.449287       0.000000
       1.628189       0.450824       0.000000
       1.628701       0.452141       0.000000
       1.629212       0.451921       0.000000
       1.629725       0.450385       0.000000
       1.630237       0.449507       0.000000
       1.630750       0.450604       0.000000
       1.631263       0.451043       0.000000
       1.631777       0.449946       0.000000
       1.632290       0.450165       0.000000
       1.632804       0.451263       0.000000
       1.633319       0.451482       0.000000
       1.633834       0.451482       0.000000
       1.634349       0.451043       0.000000
       1.634864       0.452141       0.000000
       1.635380       0.452360       0.000000
       1.635896       0.452141       0.000000
       1.636412       0.452579       0.000000
       1.636929       0.452141       0.000000
       1.637446       0.452141       0.000000
       1.637964       0.452360       0.000000
       1.638481       0.453018       0.000000
       1.638999       0.453018       0.000000
       1.639518       0.452799       0.000000
       1.640036       0.453238       0.000000
       1.640555       0.453677       0.000000
       1.641075       0.453677       0.000000
       1.641594       0.453457       0.000000
       1.642114       0.453457       0.000000
       1.642634       0.453457       0.000000
       1.643155       0.453677       0.000000
       1.643676       0.454116       0.000000
       1.644197       0.454555       0.000000
       1.644719       0.455872       0.000000
       1.645241       0.455652       0.000000
       1.645763       0.455652       0.000000
       1.646286       0.455213       0.000000
       1.646809       0.454555       0.000000
       1.647332       0.454774       0.000000
       1.647856       0.455652       0.000000
       1.648380       0.456091       0.000000
       1.648904       0.455872       0.000000
       1.649429       0.455872       0.000000
       1.649953       0.455652       0.000000
       1.650479       0.455872       0.000000
       1.651004       0.456311       0.000000
       1.651531       0.456311       0.000000
       1.652057       0.456530       0.000000
       1.652583       0.457189       0.000000
       1.653110       0.456750       0.000000
       1.653638       0.456091       0.000000
       1.654165       0.457189       0.000000
       1.654693       0.457847       0.000000
       1.655222       0.457628       0.000000
       1.655750       0.457189       0.000000
       1.656279       0.458067       0.000000
       1.656809       0.458725       0.000000
       1.657338       0.458725       0.000000
       1.657868       0.458067       0.000000
       1.658399       0.457628       0.000000
       1.658929       0.457847       0.000000
       1.659460       0.458067       0.000000
       1.659992       0.457408       0.000000
       1.660523       0.457628       0.000000
       1.661055       0.458286       0.000000
       1.661588       0.459164       0.000000
       1.662121       0.459164       0.000000
       1.662654       0.458286       0.000000
       1.663187       0.458067       0.000000
       1.663721       0.458945       0.000000
       1.664255       0.459823       0.000000
       1.664789       0.460042       0.000000
       1.665324       0.460261       0.000000
       1.665859       0.460261       0.000000
       1.666395       0.460481       0.000000
       1.666931       0.460481       0.000000
       1.667467       0.460042       0.000000
       1.668003       0.460920       0.000000
       1.668540       0.461578       0.000000
       1.669077       0.461139       0.000000
       1.669615       0.459823       0.000000
       1.670153       0.459823       0.000000
       1.670691       0.460700       0.000000
       1.671229       0.461578       0.000000
       1.671769       0.461359       0.000000
       1.672308       0.460700       0.000000
       1.672847       0.460920       0.000000
       1.673387       0.462237       0.000000
       1.673928       0.463115       0.000000
       1.674468       0.462456       0.000000
       1.675009       0.462237       0.000000
       1.675551       0.462895       0.000000
       1.676093       0.462237       0.000000
       1.676635       0.462237       0.000000
       1.677177       0.462676       0.000000
       1.677720       0.463773       0.000000
       1.678263       0.463993       0.000000
       1.678806       0.463115       0.000000
       1.679350       0.463115       0.000000
       1.679894       0.463773       0.000000
       1.680439       0.464212       0.000000
       1.680984       0.464212       0.000000
       1.681529       0.464212       0.000000
       1.682074       0.464212       0.000000
       1.682621       0.464651       0.000000
       1.683167       0.464651       0.000000
       1.683714       0.463773       0.000000
       1.684260       0.464432       0.000000
       1.684808       0.464871       0.000000
       1.685356       0.464432       0.000000
       1.685904       0.463993       0.000000
       1.686452       0.465529       0.000000
       1.687001       0.466407       0.000000
       1.687550       0.465529       0.000000
       1.688100       0.465968       0.000000
       1.688650       0.466846       0.000000
       1.689200       0.465529       0.000000
       1.689751       0.465310       0.000000
       1.690302       0.466627       0.000000
       1.690853       0.467724       0.000000
       1.691405       0.467724       0.000000
       1.691957       0.466627       0.000000
       1.692509       0.467066       0.000000
       1.693061       0.467066       0.000000
       1.693615       0.465749       0.000000
       1.694168       0.466407       0.000000
       1.694722       0.467285       0.000000
       1.695276       0.467944       0.000000
       1.695831       0.467944       0.000000
       1.696385       0.467944       0.000000
       1.696941       0.468163       0.000000
       1.697497       0.467944       0.000000
       1.698053       0.467724       0.000000
       1.698609       0.467944       0.000000
       1.699166       0.468602       0.000000
       1.699723       0.468163       0.000000
       1.700280       0.467944       0.000000
       1.700838       0.468163       0.000000
       1.701396       0.467944       0.000000
       1.701955       0.467944       0.000000
       1.702514       0.468602       0.000000
       1.703073       0.469260       0.000000
       1.703633       0.469480       0.000000
       1.704193       0.469699       0.000000
       1.704753       0.469480       0.000000
       1.705314       0.468602       0.000000
       1.705875       0.468382       0.000000
       1.706436       0.469041       0.000000
       1.706998       0.469480       0.000000
       1.707561       0.469041       0.000000
       1.708123       0.469041       0.000000
       1.708686       0.469260       0.000000
       1.709250       0.469480       0.000000
       1.709813       0.469260       0.000000
       1.710377       0.469919       0.000000
       1.710942       0.470358       0.000000
       1.711507       0.470358       0.000000
       1.712072       0.471236       0.000000
       1.712638       0.471016       0.000000
       1.713204       0.470797       0.000000
       1.713770       0.470358       0.000000
       1.714337       0.470797       0.000000
       1.714904       0.470358       0.000000
       1.715471       0.470358       0.000000
       1.716039       0.470358       0.000000
       1.716607       0.470577       0.000000
       1.717176       0.470797       0.000000
       1.717745       0.470797       0.000000
       1.718314       0.471236       0.000000
       1.718884       0.472333       0.000000
       1.719454       0.472333       0.000000
       1.720024       0.472333       0.000000
       1.720595       0.472772       0.000000
       1.721167       0.472992       0.000000
       1.721738       0.473211       0.000000
       1.722310       0.473431       0.000000
       1.722883       0.473211       0.000000
       1.723455       0.472553       0.000000
       1.724029       0.472553       0.000000
       1.724602       0.473431       0.000000
       1.725176       0.472772       0.000000
       1.725750       0.472553       0.000000
       1.726325       0.473211       0.000000
       1.726900       0.473431       0.000000
       1.727476       0.473650       0.000000
       1.728051       0.473431       0.000000
       1.728628       0.473870       0.000000
       1.729204       0.473870       0.000000
       1.729781       0.473211       0.000000
       1.730358       0.473211       0.000000
       1.730936       0.473650       0.000000
       1.731514       0.474089       0.000000
       1.732093       0.473870       0.000000
       1.732672       0.473431       0.000000
       1.733251       0.472992       0.000000
       1.733831       0.472992       0.000000
       1.734411       0.473870       0.000000
       1.734991       0.474309       0.000000
       1.735572       0.474309       0.000000
       1.736153       0.474748       0.000000
       1.736735       0.475625       0.000000
       1.737317       0.476064       0.000000
       1.737900       0.475625       0.000000
       1.738482       0.474748       0.000000
       1.739066       0.474748       0.000000
       1.739649       0.475625       0.000000
       1.740233       0.475845       0.000000
       1.740817       0.475845       0.000000
       1.741402       0.475845       0.000000
       1.741987       0.474967       0.000000
       1.742573       0.475186       0.000000
       1.743159       0.475845       0.000000
       1.743745       0.476284       0.000000
       1.744332       0.476723       0.000000
       1.744919       0.477162       0.000000
       1.745506       0.477381       0.000000
       1.746094       0.476723       0.000000
       1.746683       0.476942       0.000000
       1.747271       0.477162       0.000000
       1.747860       0.477162       0.000000
       1.748450       0.477601       0.000000
       1.749040       0.477601       0.000000
       1.749630       0.476503       0.000000
       1.750221       0.477162       0.000000
       1.750812       0.478040       0.000000
       1.751403       0.478479       0.000000
       1.751995       0.478479       0.000000
       1.752588       0.477820       0.000000
       1.753180       0.476942       0.000000
       1.753773       0.477601       0.000000
       1.754367       0.477820       0.000000
       1.754961       0.477162       0.000000
       1.755555       0.477601       0.000000
       1.756150       0.478259       0.000000
       1.756745       0.478479       0.000000
       1.757340       0.479137       0.000000
       1.757936       0.479576       0.000000
       1.758533       0.479357       0.000000
       1.759129       0.479796       0.000000
       1.759726       0.479796       0.000000
       1.760324       0.478479       0.000000
       1.760922       0.478479       0.000000
       1.761520       0.479137       0.000000
       1.762119       0.479796       0.000000
       1.762718       0.480454       0.000000
       1.763318       0.480015       0.000000
       1.763918       0.479796       0.000000
       1.764518       0.480015       0.000000
       1.765119       0.479796       0.000000
       1.765720       0.480235       0.000000
       1.766322       0.480015       0.000000
       1.766924       0.479576       0.000000
       1.767526       0.480015       0.000000
       1.768129       0.480674       0.000000
       1.768732       0.480893       0.000000
       1.769336       0.480674       0.000000
       1.769940       0.480454       0.000000
       1.770545       0.480454       0.000000
       1.771149       0.480893       0.000000
       1.771755       0.480674       0.000000
       1.772360       0.481332       0.000000
       1.772967       0.481552       0.000000
       1.773573       0.480893       0.000000
       1.774180       0.480893       0.000000
       1.774787       0.480893       0.000000
       1.775395       0.481113       0.000000
       1.776004       0.480893       0.000000
       1.776612       0.480893       0.000000
       1.777221       0.481552       0.000000
       1.777831       0.481991       0.000000
       1.778441       0.481991       0.000000
       1.779051       0.481113       0.000000
       1.779662       0.481113       0.000000
       1.780273       0.481991       0.000000
       1.780884       0.482430       0.000000
       1.781496       0.481771       0.000000
       1.782109       0.481771       0.000000
       1.782721       0.482430       0.000000
       1.783335       0.482869       0.000000
       1.783948       0.482649       0.000000
       1.784562       0.482210       0.000000
       1.785177       0.481552       0.000000
       1.785792       0.481332       0.000000
       1.786407       0.481771       0.000000
       1.787023       0.481991       0.000000
       1.787639       0.482430       0.000000
       1.788256       0.482869       0.000000
       1.788873       0.483307       0.000000
       1.789491       0.484844       0.000000
       1.790108       0.485502       0.000000
       1.790727       0.484405       0.000000
       1.791346       0.483527       0.000000
       1.791965       0.483307       0.000000
       1.792585       0.482649       0.000000
       1.793205       0.482649       0.000000
       1.793825       0.483307       0.000000
       1.794446       0.483527       0.000000
       1.795067       0.483966       0.000000
       1.795689       0.484405       0.000000
       1.796311       0.484624       0.000000
       1.796934       0.484405       0.000000
       1.797557       0.484624       0.000000
       1.798180       0.484844       0.000000
       1.798804       0.484405       0.000000
       1.799429       0.484405       0.000000
       1.800053       0.484624       0.000000
       1.800679       0.484185       0.000000
       1.801304       0.483307       0.000000
       1.801931       0.483746       0.000000
       1.802557       0.484844       0.000000
       1.803184       0.485063       0.000000
       1.803812       0.484844       0.000000
       1.804439       0.484405       0.000000
       1.805068       0.484844       0.000000
       1.805696       0.485283       0.000000
       1.806326       0.485283       0.000000
       1.806955       0.485063       0.000000
       1.807585       0.484844       0.000000
       1.808216       0.485063       0.000000
       1.808847       0.484844       0.000000
       1.809478       0.485063       0.000000
       1.810110       0.485283       0.000000
       1.810742       0.484844       0.000000
       1.811375       0.485063       0.000000
       1.812008       0.485722       0.000000
       1.812641       0.485722       0.000000
       1.813275       0.485722       0.000000
       1.813910       0.485722       0.000000
       1.814545       0.485063       0.000000
       1.815180       0.485063       0.000000
       1.815816       0.485941       0.000000
       1.816452       0.486600       0.000000
       1.817089       0.486161       0.000000
       1.817726       0.486161       0.000000
       1.818363       0.486819       0.000000
       1.819001       0.487478       0.000000
       1.819640       0.487258       0.000000
       1.820279       0.487258       0.000000
       1.820918       0.487258       0.000000
       1.821558       0.486600       0.000000
       1.822199       0.486380       0.000000
       1.822839       0.486600       0.000000
       1.823480       0.485941       0.000000
       1.824122       0.486600       0.000000
       1.824764       0.487478       0.000000
       1.825406       0.487258       0.000000
       1.826049       0.487697       0.000000
       1.826693       0.487258       0.000000
       1.827337       0.487478       0.000000
       1.827981       0.488136       0.000000
       1.828626       0.488575       0.000000
       1.829271       0.488795       0.000000
       1.829917       0.488795       0.000000
       1.830563       0.489014       0.000000
       1.831210       0.489673       0.000000
       1.831857       0.489453       0.000000
       1.832504       0.489014       0.000000
       1.833152       0.489014       0.000000
       1.833801       0.488575       0.000000
       1.834450       0.488575       0.000000
       1.835099       0.488795       0.000000
       1.835749       0.489014       0.000000
       1.836399       0.489234       0.000000
       1.837050       0.488795       0.000000
       1.837701       0.489014       0.000000
       1.838353       0.489234       0.000000
       1.839005       0.489453       0.000000
       1.839658       0.490112       0.000000
       1.840311       0.490112       0.000000
       1.840964       0.489892       0.000000
       1.841618       0.490331       0.000000
       1.842272       0.490112       0.000000
       1.842927       0.489673       0.000000
       1.843583       0.489892       0.000000
       1.844238       0.489892       0.000000
       1.844895       0.489892       0.000000
       1.845551       0.490551       0.000000
       1.846209       0.490989       0.000000
       1.846867       0.491209       0.000000
       1.847525       0.491428       0.000000
       1.848184       0.491867       0.000000
       1.848843       0.490989       0.000000
       1.849502       0.490989       0.000000
       1.850162       0.490770       0.000000
       1.850823       0.490551       0.000000
       1.851484       0.490331       0.000000
       1.852145       0.490331       0.000000
       1.852807       0.490770       0.000000
       1.853469       0.492087       0.000000
       1.854132       0.492087       0.000000
       1.854796       0.491867       0.000000
       1.855459       0.491428       0.000000
       1.856124       0.491428       0.000000
       1.856789       0.492306       0.000000
       1.857454       0.491867       0.000000
       1.858120       0.491209       0.000000
       1.858786       0.491648       0.000000
       1.859453       0.492087       0.000000
       1.860120       0.491648       0.000000
       1.860788       0.490989       0.000000
       1.861456       0.491428       0.000000
       1.862124       0.491428       0.000000
       1.862794       0.491648       0.000000
       1.863463       0.491867       0.000000
       1.864133       0.491867       0.000000
       1.864804       0.491648       0.000000
       1.865475       0.492087       0.000000
       1.866146       0.491867       0.000000
       1.866818       0.491867       0.000000
       1.867491       0.492745       0.000000
       1.868164       0.492306       0.000000
       1.868837       0.492087       0.000000
       1.869511       0.492526       0.000000
       1.870185       0.493184       0.000000
       1.870860       0.493404       0.000000
       1.871536       0.492526       0.000000
       1.872212       0.492745       0.000000
       1.872888       0.493623       0.000000
       1.873565       0.492745       0.000000
       1.874242       0.491648       0.000000
       1.874920       0.491428       0.000000
       1.875599       0.491867       0.000000
       1.876277       0.492087       0.000000
       1.876957       0.492306       0.000000
       1.877637       0.491648       0.000000
       1.878317       0.491428       0.000000
       1.878998       0.491867       0.000000
       1.879679       0.491648       0.000000
       1.880361       0.491867       0.000000
       1.881043       0.492306       0.000000
       1.881726       0.492087       0.000000
       1.882409       0.491428       0.000000
       1.883093       0.491209       0.000000
       1.883777       0.491867       0.000000
       1.884462       0.491648       0.000000
       1.885147       0.492087       0.000000
       1.885833       0.492745       0.000000
       1.886519       0.492306       0.000000
       1.887206       0.491648       0.000000
       1.887893       0.490331       0.000000
       1.888581       0.490112       0.000000
       1.889269       0.490989       0.000000
       1.889958       0.491428       0.000000
       1.890647       0.491209       0.000000
       1.891337       0.491209       0.000000
       1.892027       0.490770       0.000000
       1.892718       0.490331       0.000000
       1.893409       0.490331       0.000000
       1.894101       0.490331       0.000000
       1.894793       0.490331       0.000000
       1.895486       0.490331       0.000000
       1.896179       0.490112       0.000000
       1.896873       0.489673       0.000000
       1.897568       0.489892       0.000000
       1.898262       0.490551       0.000000
       1.898958       0.491209       0.000000
       1.899654       0.490551       0.000000
       1.900350       0.489014       0.000000
       1.901047       0.488356       0.000000
       1.901744       0.488575       0.000000
       1.902442       0.489453       0.000000
       1.903140       0.489892       0.000000
       1.903839       0.489234       0.000000
       1.904539       0.489234       0.000000
       1.905239       0.489673       0.000000
       1.905939       0.489014       0.000000
       1.906640       0.488795       0.000000
       1.907342       0.489014       0.000000
       1.908044       0.489014       0.000000
       1.908746       0.489234       0.000000
       1.909449       0.489014       0.000000
       1.910153       0.488795       0.000000
       1.910857       0.488356       0.000000
       1.911561       0.488356       0.000000
       1.912266       0.488575       0.000000
       1.912972       0.489453       0.000000
       1.913678       0.489673       0.000000
       1.914385       0.489234       0.000000
       1.915092       0.488795       0.000000
       1.915800       0.489014       0.000000
       1.916508       0.489453       0.000000
       1.917217       0.490112       0.000000
       1.917926       0.489892       0.000000
       1.918636       0.489234       0.000000
       1.919346       0.489014       0.000000
       1.920057       0.489453       0.000000
       1.920768       0.489234       0.000000
       1.921480       0.489014       0.000000
       1.922193       0.488795       0.000000
       1.922906       0.489673       0.000000
       1.923620       0.489892       0.000000
       1.924333       0.489014       0.000000
       1.925048       0.489014       0.000000
       1.925763       0.489892       0.000000
       1.926479       0.490331       0.000000
       1.927195       0.489892       0.000000
       1.927912       0.490112       0.000000
       1.928629       0.490331       0.000000
       1.929346       0.490112       0.000000
       1.930065       0.489892       0.000000
       1.930784       0.489453       0.000000
       1.931503       0.489673       0.000000
       1.932223       0.489673       0.000000
       1.932943       0.489892       0.000000
       1.933664       0.489673       0.000000
       1.934386       0.490112       0.000000
       1.935108       0.490112       0.000000
       1.935830       0.490331       0.000000
       1.936554       0.490551       0.000000
       1.937277       0.490770       0.000000
       1.938002       0.490551       0.000000
       1.938726       0.490331       0.000000
       1.939452       0.490112       0.000000
       1.940177       0.490551       0.000000
       1.940904       0.490989       0.000000
       1.941631       0.491209       0.000000
       1.942358       0.491428       0.000000
       1.943086       0.491648       0.000000
       1.943815       0.492306       0.000000
       1.944544       0.492745       0.000000
       1.945274       0.492745       0.000000
       1.946004       0.492965       0.000000
       1.946735       0.492526       0.000000
       1.947466       0.491867       0.000000
       1.948198       0.492306       0.000000
       1.948930       0.491867       0.000000
       1.949663       0.491209       0.000000
       1.950397       0.491209       0.000000
       1.951131       0.491428       0.000000
       1.951865       0.491867       0.000000
       1.952601       0.492087       0.000000
       1.953336       0.491867       0.000000
       1.954073       0.492306       0.000000
       1.954809       0.491867       0.000000
       1.955547       0.492087       0.000000
       1.956285       0.492965       0.000000
       1.957023       0.493184       0.000000
       1.957762       0.492965       0.000000
       1.958502       0.493404       0.000000
       1.959242       0.493623       0.000000
       1.959983       0.492965       0.000000
       1.960724       0.492745       0.000000
       1.961466       0.493404       0.000000
       1.962208       0.493404       0.000000
       1.962951       0.494282       0.000000
       1.963695       0.494501       0.000000
       1.964439       0.493623       0.000000
       1.965183       0.493843       0.000000
       1.965929       0.493623       0.000000
       1.966674       0.493404       0.000000
       1.967421       0.493843       0.000000
       1.968168       0.494282       0.000000
       1.968915       0.493843       0.000000
       1.969663       0.492965       0.000000
       1.970412       0.493623       0.000000
       1.971161       0.493843       0.000000
       1.971911       0.493843       0.000000
       1.972661       0.494282       0.000000
       1.973413       0.493404       0.000000
       1.974164       0.493184       0.000000
       1.974916       0.494501       0.000000
       1.975669       0.494940       0.000000
       1.976422       0.494721       0.000000
       1.977176       0.494062       0.000000
       1.977930       0.494062       0.000000
       1.978685       0.494282       0.000000
       1.979440       0.494501       0.000000
       1.980196       0.494721       0.000000
       1.980953       0.494501       0.000000
       1.981710       0.494062       0.000000
       1.982468       0.494062       0.000000
       1.983226       0.495379       0.000000
       1.983986       0.496257       0.000000
       1.984745       0.495818       0.000000
       1.985505       0.495379       0.000000
       1.986266       0.495379       0.000000
       1.987027       0.495599       0.000000
       1.987789       0.495379       0.000000
       1.988552       0.495160       0.000000
       1.989315       0.495379       0.000000
       1.990078       0.495599       0.000000
       1.990842       0.496257       0.000000
       1.991607       0.496696       0.000000
       1.992373       0.496477       0.000000
       1.993139       0.496038       0.000000
       1.993905       0.496257       0.000000
       1.994673       0.496477       0.000000
       1.995440       0.496477       0.000000
       1.996209       0.496696       0.000000
       1.996978       0.496696       0.000000
       1.997747       0.496477       0.000000
       1.998517       0.496477       0.000000
       1.999288       0.496257       0.000000
       2.000059       0.496696       0.000000
       2.000831       0.497135       0.000000
       2.001604       0.496916       0.000000
       2.002377       0.496696       0.000000
       2.003151       0.496696       0.000000
       2.003925       0.496916       0.000000
       2.004700       0.497574       0.000000
       2.005476       0.497355       0.000000
       2.006252       0.496477       0.000000
       2.007029       0.497135       0.000000
       2.007806       0.497355       0.000000
       2.008584       0.497355       0.000000
       2.009362       0.497574       0.000000
       2.010141       0.497574       0.000000
       2.010921       0.497794       0.000000
       2.011701       0.497794       0.000000
       2.012482       0.498013       0.000000
       2.013264       0.498891       0.000000
       2.014046       0.499110       0.000000
       2.014829       0.498891       0.000000
       2.015612       0.498672       0.000000
       2.016396       0.498452       0.000000
       2.017180       0.498013       0.000000
       2.017966       0.498672       0.000000
       2.018752       0.499110       0.000000
       2.019538       0.499330       0.000000
       2.020325       0.499988       0.000000
       2.021113       0.500647       0.000000
       2.021901       0.499988       0.000000
       2.022690       0.499330       0.000000
       2.023479       0.499549       0.000000
       2.024270       0.500208       0.000000
       2.025060       0.501086       0.000000
       2.025852       0.501744       0.000000
       2.026644       0.500647       0.000000
       2.027436       0.499769       0.000000
       2.028229       0.499988       0.000000
       2.029023       0.501086       0.000000
       2.029818       0.501305       0.000000
       2.030613       0.500866       0.000000
       2.031409       0.500647       0.000000
       2.032204       0.501305       0.000000
       2.033001       0.502403       0.000000
       2.033799       0.503061       0.000000
       2.034597       0.503281       0.000000
       2.035396       0.502403       0.000000
       2.036195       0.500866       0.000000
       2.036996       0.500866       0.000000
       2.037796       0.501525       0.000000
       2.038598       0.502403       0.000000
       2.039400       0.503500       0.000000
       2.040203       0.503281       0.000000
       2.041006       0.502183       0.000000
       2.041810       0.502183       0.000000
       2.042614       0.501964       0.000000
       2.043419       0.502183       0.000000
       2.044225       0.502403       0.000000
       2.045032       0.502622       0.000000
       2.045839       0.502622       0.000000
       2.046646       0.503061       0.000000
       2.047455       0.502842       0.000000
       2.048264       0.502842       0.000000
       2.049073       0.502842       0.000000
       2.049883       0.502403       0.000000
       2.050694       0.502842       0.000000
       2.051505       0.503061       0.000000
       2.052317       0.503500       0.000000
       2.053130       0.503281       0.000000
       2.053944       0.503061       0.000000
       2.054758       0.504159       0.000000
       2.055573       0.504598       0.000000
       2.056388       0.503939       0.000000
       2.057204       0.503720       0.000000
       2.058021       0.504378       0.000000
       2.058838       0.504378       0.000000
       2.059656       0.504598       0.000000
       2.060475       0.503939       0.000000
       2.061294       0.503281       0.000000
       2.062114       0.503720       0.000000
       2.062935       0.503720       0.000000
       2.063756       0.504378       0.000000
       2.064577       0.504817       0.000000
       2.065400       0.504378       0.000000
       2.066223       0.504159       0.000000
       2.067047       0.504159       0.000000
       2.067871       0.504159       0.000000
       2.068696       0.504159       0.000000
       2.069522       0.504159       0.000000
       2.070349       0.503939       0.000000
       2.071176       0.504159       0.000000
       2.072004       0.504378       0.000000
       2.072833       0.504159       0.000000
       2.073662       0.504378       0.000000
       2.074492       0.504159       0.000000
       2.075322       0.504159       0.000000
       2.076153       0.503281       0.000000
       2.076985       0.503500       0.000000
       2.077817       0.504159       0.000000
       2.078650       0.503720       0.000000
       2.079484       0.503720       0.000000
       2.080319       0.503939       0.000000
       2.081154       0.503281       0.000000
       2.081990       0.503061       0.000000
       2.082826       0.503500       0.000000
       2.083663       0.503061       0.000000
       2.084501       0.503061       0.000000
       2.085340       0.503939       0.000000
       2.086179       0.504159       0.000000
       2.087018       0.503720       0.000000
       2.087859       0.503720       0.000000
       2.088700       0.503720       0.000000
       2.089542       0.503939       0.000000
       2.090385       0.504378       0.000000
       2.091228       0.504378       0.000000
       2.092072       0.504159       0.000000
       2.092917       0.504159       0.000000
       2.093762       0.503720       0.000000
       2.094608       0.503500       0.000000
       2.095454       0.503061       0.000000
       2.096302       0.503061       0.000000
       2.097150       0.503720       0.000000
       2.097999       0.503939       0.000000
       2.098848       0.504378       0.000000
       2.099698       0.504598       0.000000
       2.100549       0.504159       0.000000
       2.101400       0.503720       0.000000
       2.102252       0.503939       0.000000
       2.103105       0.504378       0.000000
       2.103959       0.504598       0.000000
       2.104813       0.503939       0.000000
       2.105668       0.503500       0.000000
       2.106524       0.503939       0.000000
       2.107380       0.504598       0.000000
       2.108237       0.504159       0.000000
       2.109094       0.504378       0.000000
       2.109953       0.505037       0.000000
       2.110812       0.505037       0.000000
       2.111672       0.505256       0.000000
       2.112532       0.504817       0.000000
       2.113394       0.504159       0.000000
       2.114255       0.504598       0.000000
       2.115118       0.505037       0.000000
       2.115981       0.504817       0.000000
       2.116845       0.505256       0.000000
       2.117710       0.505695       0.000000
       2.118576       0.505695       0.000000
       2.119442       0.505695       0.000000
       2.120309       0.505476       0.000000
       2.121176       0.505695       0.000000
